addrtype,location,severitycode,severitydesc,collisiontype,personcount,pedcount,pedcylcount,vehcount,injuries,seriousinjuries,fatalities,incdate,incdttm,junctiontype,sdot_colcode,sdot_coldesc,inattentionind,underinfl,weather,roadcond,lightcond,pedrownotgrnt,speeding,st_colcode,st_coldesc,crosswalkkey,hitparkedcar,state,latitude,longitude
Intersection,WOODLAWN AVE N AND N 34TH ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2012-10-23T00:00:00.000Z,10/23/2012 6:05:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.64805786941715,-122.33873763067108
Intersection,ROOSEVELT WAY NE AND NE RAVENNA EB BV,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2012-09-19T00:00:00.000Z,9/19/2012 9:52:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.67201490302738,-122.31736347359688
Block,EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2012-09-17T00:00:00.000Z,9/17/2012 8:58:00 AM,Mid-Block (not related to intersection),56.0,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.629653976115854,-122.32861177955971
Intersection,2ND AVE S AND S JACKSON ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2012-01-11T00:00:00.000Z,1/11/2012 6:06:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,,45,Vehicle - Pedalcyclist,521138,N,Washington,47.59920078505017,-122.33157768635193
Block,34TH AVE SW BETWEEN SW JUNEAU ST AND SW RAYMOND ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2012-09-14T00:00:00.000Z,9/14/2012 5:24:00 AM,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.549227291168975,-122.375004178182
Intersection,BAKER AVE NW AND NW 44TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-12T00:00:00.000Z,7/12/2012 4:07:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66021303340525,-122.35958100379841
Block,AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-12-04T00:00:00.000Z,12/4/2012 9:53:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.71717310092632,-122.34489607877191
Intersection,ROOSEVELT WAY NE AND NE 117TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-06-20T00:00:00.000Z,6/20/2012 1:13:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,523411,N,Washington,47.71401225742898,-122.31796499221157
Block,S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-06-14T00:00:00.000Z,6/14/2012 7:22:00 PM,Mid-Block (not related to intersection),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.59920589229948,-122.33481582813845
Intersection,6TH AVE AND BELL ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-10-05T00:00:00.000Z,10/5/2012 6:30:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dusk,Y,,45,Vehicle - Pedalcyclist,521733,N,Washington,47.616698242246784,-122.34221437514245
Intersection,10TH AVE E AND E ROANOKE E ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-07T00:00:00.000Z,7/7/2012 2:39:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.643195021223754,-122.31959559460357
Block,HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-05-25T00:00:00.000Z,5/25/2012 2:59:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61225859123733,-122.33001015098766
Block,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-08-23T00:00:00.000Z,8/23/2012 8:35:00 AM,Mid-Block (not related to intersection),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,,
Intersection,LATONA AVE NE AND NE 45TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-21T00:00:00.000Z,9/21/2012 6:05:00 PM,At Intersection (intersection related),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Wet,Dusk,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66134408729115,-122.32510772930044
Intersection,15TH AVE NE AND NE 68TH S ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-11-16T00:00:00.000Z,11/16/2012 7:58:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,520862,N,Washington,47.67759020208403,-122.31196686255596
Intersection,BROADWAY E AND E OLIVE WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-07T00:00:00.000Z,9/7/2012 5:09:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,522264,N,Washington,47.61990774686424,-122.32087289209669
Intersection,12TH AVE S AND S MAIN ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-11-29T00:00:00.000Z,11/29/2012 5:48:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Dark - Street Lights On,,Y,45,Vehicle - Pedalcyclist,0,N,Washington,47.60001455845403,-122.31722977712835
Intersection,DEXTER AVE N AND HARRISON ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-05-25T00:00:00.000Z,5/25/2012 4:36:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.62205574526417,-122.34237158587831
Block,S HENDERSON ST BETWEEN RAINIER AVE S AND 53RD AVE S,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2012-08-11T00:00:00.000Z,8/11/2012 2:03:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,Y,45,Vehicle - Pedalcyclist,0,N,Washington,47.52330258244626,-122.26816089597729
Block,NE 45TH ST BETWEEN 7TH AVE NE AND 8TH W AVE NE,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2012-10-11T00:00:00.000Z,10/11/2012 3:34:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66131589164785,-122.32025239034901
Block,15TH AVE E BETWEEN E THOMAS S ST AND E THOMAS N ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-08T00:00:00.000Z,7/8/2012 6:17:00 PM,Mid-Block (not related to intersection),56.0,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.62081750269906,-122.31269202529727
Intersection,LATONA AVE NE AND NE PACIFIC ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2012-09-26T00:00:00.000Z,9/26/2012 8:15:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,576113,N,Washington,47.65488891153886,-122.32570273372149
Intersection,ROOSEVELT WAY NE AND NE 62ND ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-11-04T00:00:00.000Z,11/4/2012 8:41:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.6733347762294,-122.31736337490804
Intersection,2ND AVE AND SPRING ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-27T00:00:00.000Z,7/27/2012 4:34:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60587261716152,-122.33578172373925
Intersection,AURORA AVE N AND N 135TH ST,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2012-10-03T00:00:00.000Z,10/3/2012 5:55:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Unknown,Y,,45,Vehicle - Pedalcyclist,521695,N,Washington,47.72685955506986,-122.345017036586
Block,S ROYAL BROUGHAM WAY BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,2b,Serious Injury Collision,Cycles,1,0,1,0,1,1,0,2012-05-22T00:00:00.000Z,5/22/2012 6:06:00 PM,Mid-Block (not related to intersection),66.0,PEDALCYCLIST STRUCK OBJECT IN ROAD,,N,Overcast,Wet,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.592395467824296,-122.33373046460794
Block,12TH AVE NE BETWEEN NE 61ST ST AND NE 62ND ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-10-03T00:00:00.000Z,10/3/2012 12:48:00 PM,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.672878422104084,-122.31565791420286
Block,EASTLAKE AVE E BETWEEN REPUBLICAN ST AND MERCER ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2012-10-06T00:00:00.000Z,10/6/2012 7:00:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Unknown,Unknown,Unknown,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.623701465173426,-122.32916000673914
Intersection,CRAWFORD PL AND E PINE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-10-05T00:00:00.000Z,10/5/2012 10:52:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61521476137032,-122.32618642940209
Intersection,PHINNEY AVE N AND N 65TH ST,2b,Serious Injury Collision,Cycles,1,0,1,0,1,1,0,2012-01-12T00:00:00.000Z,1/12/2012 5:15:00 PM,At Intersection (intersection related),29.0,MOTOR VEHICLE OVERTURNED IN ROAD,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.67602257015706,-122.3543532189687
Intersection,53RD AVE S AND RAINIER AVE S,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-03T00:00:00.000Z,9/3/2012 12:51:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.51984119074825,-122.26616094729677
Intersection,15TH AVE AND E DENNY WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-08-31T00:00:00.000Z,8/31/2012 3:40:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61852044433695,-122.31274228904265
Block,BATTERY ST BETWEEN AURORA AVE AND 7TH AVE,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2012-05-24T00:00:00.000Z,5/24/2012 12:44:00 PM,Driveway Junction,24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Raining,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61776151832513,-122.34313203220849
Block,NW 46TH ST BETWEEN 9TH AVE NW AND 11TH AVE NW,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-05-23T00:00:00.000Z,5/23/2012 11:51:00 AM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66219791816057,-122.36968901374823
Block,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-02-28T00:00:00.000Z,2/28/2012 12:40:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.62321162032965,-122.33910080002619
Intersection,BURKE GILMAN TRL AND NE 65TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-13T00:00:00.000Z,7/13/2012 1:29:00 PM,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,524265,N,Washington,47.67573704171851,-122.26656513433059
Intersection,ROOSEVELT WAY NE AND NE 50TH ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2012-08-09T00:00:00.000Z,8/9/2012 3:10:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,523566,N,Washington,47.66493734388379,-122.31740379073635
Intersection,15TH AVE NE AND NE RAVENNA WB N BV,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-01-31T00:00:00.000Z,1/31/2012 8:45:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.671205436587016,-122.31189876069351
Intersection,19TH AVE NE AND NE 80TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-01-13T00:00:00.000Z,1/13/2012 7:29:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.686675104158326,-122.30784785238536
Intersection,35TH AVE NE AND NE 89TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-19T00:00:00.000Z,7/19/2012 7:30:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.69309733146977,-122.29064037958204
Block,UNIVERSITY WAY NE BETWEEN NE 52ND ST AND NE 55TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-08-25T00:00:00.000Z,8/25/2012 4:29:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.667490163549644,-122.31303423754751
Block,FREMONT AVE N BETWEEN N 34TH ST AND FREMONT PL N,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2012-10-21T00:00:00.000Z,10/21/2012 9:18:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.650009011318424,-122.34979103435668
Block,NW 46TH ST BETWEEN 14TH AVE NW AND 15TH NB AVE NW,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2012-08-02T00:00:00.000Z,8/2/2012 5:51:00 PM,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.662203606015694,-122.3748495251268
Block,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-29T00:00:00.000Z,9/29/2012 1:27:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60779444958214,-122.33754001043816
Intersection,STONE WAY N AND N 40TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-02-22T00:00:00.000Z,2/22/2012 7:50:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Wet,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.655382876420056,-122.34243924105127
Intersection,16TH AVE AND E PIKE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-08-14T00:00:00.000Z,8/14/2012 12:48:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61410940168601,-122.31146599699572
Intersection,STONE WAY N AND N 40TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-24T00:00:00.000Z,7/24/2012 10:15:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.655382876420056,-122.34243924105127
Block,16TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-03-07T00:00:00.000Z,3/7/2013 3:26:00 PM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60862008043014,-122.31153752993202
Intersection,AURORA AVE N AND GREEN LAKE DR N,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2012-07-30T00:00:00.000Z,7/30/2012 3:06:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.68911276551052,-122.3445144354172
Intersection,38TH AVE S AND S OTHELLO ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-02-14T00:00:00.000Z,2/14/2013 4:36:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Dusk,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.53703456896778,-122.28470685779965
Block,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2012-04-05T00:00:00.000Z,4/5/2012 5:37:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61584669426279,-122.31686348709144
Intersection,VIRGINIA ST AND WESTLAKE AVE,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-01-20T00:00:00.000Z,1/20/2013 1:23:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61483186369579,-122.33774456777235
Block,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-08-16T00:00:00.000Z,8/16/2012 7:30:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60733042075539,-122.3386501073326
Intersection,1ST AVE S AND S KING ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-04-16T00:00:00.000Z,4/16/2012 5:30:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.59829171538482,-122.33419116101669
Intersection,STONE WAY N AND N ALLEN PL,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-06-10T00:00:00.000Z,6/10/2012 9:03:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dusk,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66067212109103,-122.3421813240287
Intersection,8TH AVE NW AND NW 45TH ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2013-01-02T00:00:00.000Z,1/2/2013 8:25:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66146109807314,-122.36617373625165
Intersection,LEARY WAY NW AND NW 46TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-01-19T00:00:00.000Z,1/19/2013 5:54:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.6621954055336,-122.36786512751544
Intersection,8TH AVE NW AND NW 45TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-06-28T00:00:00.000Z,6/28/2012 12:13:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,Y,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66146109807314,-122.36617373625165
Intersection,RAINIER AVE S AND S HOLGATE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-04-13T00:00:00.000Z,4/13/2012 9:32:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.58633027591871,-122.30423939955556
Block,14TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,2b,Serious Injury Collision,Cycles,1,0,1,0,1,1,0,2013-02-21T00:00:00.000Z,2/21/2013 2:00:00 PM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Raining,Wet,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60979877551546,-122.31414002692048
Intersection,6TH AVE AND JEFFERSON ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-08-15T00:00:00.000Z,8/15/2012 1:45:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.603445806636095,-122.32742361221491
Intersection,36TH AVE E AND E MADISON ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-01-08T00:00:00.000Z,1/8/2013 8:00:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.629829785848074,-122.28681327031404
Intersection,30TH AVE SW AND SW AVALON WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-11-20T00:00:00.000Z,11/20/2012 7:52:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.567608918253384,-122.37076473533013
Block,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,2,Injury Collision,Cycles,4,1,1,1,2,0,0,2012-02-17T00:00:00.000Z,2/17/2012 5:59:00 PM,Mid-Block (not related to intersection),64.0,PEDALCYCLIST STRUCK PEDESTRIAN,,N,Raining,Wet,Dark - Street Lights On,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61349513768653,-122.3167845041913
