geo_point_2d;geo_shape;ambulancer;bikeage_gr;bike_age;bike_dir;bike_injur;bike_pos;bike_race;bike_sex;city;county;crashalcoh;crashday;crash_grp;crash_loc;crash_mont;crash_time;crash_type;crash_year;crsh_sevri;developmen;drvrage_gr;drvr_age;drvr_alc_d;drvr_estsp;drvr_injur;drvr_race;drvr_sex;drvr_vehty;excsspdind;hit_run;light_cond;locality;num_lanes;num_units;rd_charact;rd_class;rd_conditi;rd_config;rd_defects;rd_feature;rd_surface;rural_urba;speed_limi;traff_cntr;weather;workzone_i
"35.9075230917; -79.062782744";"{""type"": ""Point"", ""coordinates"": [-79.06278274395892, 35.907523091704945]}";Yes;11-15;13;With Traffic;C: Possible Injury;Bike Lane / Paved Shoulder;White;Female;Chapel Hill;Orange;No;Monday;Motorist Left Turn / Merge;Intersection;November;17:42;Motorist Left Turn - Opposite Direction;2009;C: Possible Injury;Residential;30-39;34;No;21-25 mph;O: No Injury;Black;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Wet;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Urban;20 - 25  MPH;No Control Present;Cloudy;No
"35.9207670937; -79.0860027521";"{""type"": ""Point"", ""coordinates"": [-79.08600275205306, 35.9207670937152]}";Yes;20-24;22;With Traffic;B: Evident Injury;Travel Lane;White;Female;Carrboro;Orange;No;Friday;Motorist Left Turn / Merge;Intersection;September;17:45;Motorist Left Turn - Opposite Direction;2012;B: Evident Injury;Residential;20-24;20;No;16-20 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Related To Intersection;Coarse Asphalt;Urban;30 - 35  MPH;No Control Present;Clear;No
"35.916887094; -79.0459027398";"{""type"": ""Point"", ""coordinates"": [-79.04590273975347, 35.91688709404356]}";Yes;20-24;24;With Traffic;B: Evident Injury;Travel Lane;White;Female;Chapel Hill;Orange;No;Monday;Motorist Left Turn / Merge;Intersection;October;16:39;Motorist Left Turn - Opposite Direction;2012;B: Evident Injury;Residential;70+;70+;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2.0;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No
"35.943357102; -78.9831927216";"{""type"": ""Point"", ""coordinates"": [-78.98319272161636, 35.94335710203739]}";Yes;20-24;22;With Traffic;A: Disabling Injury;Travel Lane;White;Male;Durham;Durham;Yes;Saturday;Motorist Left Turn / Merge;Intersection;August;23:51;Motorist Left Turn - Opposite Direction;2009;A: Disabling Injury;Residential;25-29;26;No;31-35 mph;O: No Injury;Black;Female;Passenger Car;No;Yes;Dark - Roadway Not Lighted;Urban (>70% Developed);2 lanes;2.0;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No
"35.8830070866; -79.0698267451";"{""type"": ""Point"", ""coordinates"": [-79.06982674509997, 35.883007086647844]}";Yes;6-10;9;With Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Chapel Hill;Orange;No;Wednesday;Motorist Right Turn / Merge;Intersection;September;7:35;Motorist Right Turn - Same Direction;2009;C: Possible Injury;Residential;40-49;43;No;0-5 mph;O: No Injury;Asian;Female;Light Truck (Mini-Van, Panel);No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Y-Intersection;Smooth Asphalt;Urban;20 - 25  MPH;Stop Sign;Clear;No
"35.908867092; -79.0593027431";"{""type"": ""Point"", ""coordinates"": [-79.05930274311167, 35.90886709204745]}";No;20-24;21;With Traffic;B: Evident Injury;Travel Lane;White;Female;Chapel Hill;Orange;No;Friday;Motorist Right Turn / Merge;Intersection;August;12:23;Motorist Right Turn - Same Direction;2011;B: Evident Injury;Residential;50-59;52;No;16-20 mph;O: No Injury;White;Female;Pickup;No;No;Daylight;Urban (>70% Developed);3 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Urban;20 - 25  MPH;No Control Present;Clear;No
"35.9034990904; -79.072432747";"{""type"": ""Point"", ""coordinates"": [-79.07243274700298, 35.90349909035316]}";No;20-24;23;With Traffic;C: Possible Injury;Travel Lane;White;Male;Carrboro;Orange;No;Saturday;Motorist Overtaking Bicyclist;Non-Intersection;September;11:35;Motorist Overtaking - Misjudged Space;2010;C: Possible Injury;Residential;Unknown;Unknown;No;21-25 mph;Unknown Injury;Unknown/Missing;Unknown;Unknown;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Urban;20 - 25  MPH;No Control Present;Clear;No
"35.9037740898; -79.0911627523";"{""type"": ""Point"", ""coordinates"": [-79.0911627523238, 35.90377408980926]}";Yes;16-19;19;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;Carrboro;Orange;No;Monday;Bicyclist Right Turn / Merge;Intersection;October;15:46;Bicyclist Right Turn - Same Direction;2008;B: Evident Injury;Residential;60-69;64;No;21-25 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2.0;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No
"35.8849140869; -79.0670877444";"{""type"": ""Point"", ""coordinates"": [-79.06708774440911, 35.88491408691178]}";No;6-10;8;Not Applicable;C: Possible Injury;Driveway / Alley;White;Male;Chapel Hill;Orange;No;Friday;Bicyclist Failed to Yield - Midblock;Non-Intersection;December;15:42;Bicyclist Ride Out - Residential Driveway;2008;C: Possible Injury;Residential;40-49;48;No;16-20 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;20 - 25  MPH;Missing;Clear;No
"35.9052040917; -79.0551127419";"{""type"": ""Point"", ""coordinates"": [-79.05511274189362, 35.905204091726375]}";Yes;30-39;34;Facing Traffic;C: Possible Injury;Travel Lane;Asian;Male;Chapel Hill;Orange;No;Tuesday;Loss of Control / Turning Error;Intersection;July;17:24;Bicyclist Turning Error - Left Turn;2007;C: Possible Injury;Residential;30-39;39;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Urban;20 - 25  MPH;Stop Sign;Rain;No
"35.9666511079; -78.9674927182";"{""type"": ""Point"", ""coordinates"": [-78.9674927182438, 35.966651107914345]}";Yes;50-59;52;With Traffic;A: Disabling Injury;Travel Lane;White;Male;Durham;Durham;No;Monday;Motorist Overtaking Bicyclist;Non-Intersection;April;20:25;Motorist Overtaking - Undetected Bicyclist;2007;A: Disabling Injury;Commercial;20-24;20;No;41-45 mph;O: No Injury;White;Female;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);4 lanes;2.0;Straight - Grade;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;On or Off Ramp;Smooth Asphalt;Urban;40 - 45  MPH;No Control Present;Clear;No
"36.0326531213; -78.9825627263";"{""type"": ""Point"", ""coordinates"": [-78.98256272627279, 36.03265312134438]}";Yes;40-49;41;With Traffic;B: Evident Injury;Travel Lane;White;Male;Durham;Durham;No;Wednesday;Motorist Overtaking Bicyclist;Non-Intersection;May;19:23;Motorist Overtaking - Misjudged Space;2007;B: Evident Injury;Commercial;40-49;41;No;41-45 mph;O: No Injury;White;Female;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Urban;40 - 45  MPH;No Control Present;Clear;No
"35.9470500002; -79.1303000005";"{""type"": ""Point"", ""coordinates"": [-79.13030000048097, 35.9470500002272]}";Yes;50-59;56;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Orange;No;Saturday;Motorist Left Turn / Merge;Intersection;April;16:42;Motorist Left Turn - Opposite Direction;2013;B: Evident Injury;Farms, Woods, Pastures;70+;70+;No;41-45 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2.0;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No
"35.9486699999; -78.9689000002";"{""type"": ""Point"", ""coordinates"": [-78.96890000017727, 35.948669999861636]}";No;11-15;15;With Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Durham;Durham;No;Monday;Bicyclist Failed to Yield - Signalized Intersection;Intersection;April;18:50;Bicyclist Ride Out - Signalized  Intersection;2013;C: Possible Injury;Industrial;30-39;30;No;41-45 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;40 - 45  MPH;No Control Present;Clear;No
"35.9116930924; -79.0622527444";"{""type"": ""Point"", ""coordinates"": [-79.06225274442507, 35.9116930924062]}";No;25-29;27;With Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Female;Chapel Hill;Orange;No;Tuesday;Motorist Right Turn / Merge;Non-Intersection;May;20:34;Motorist Right Turn - Same Direction;2008;B: Evident Injury;Commercial;20-24;21;No;11-15 mph;O: No Injury;White;Female;Sport Utility;No;No;Dusk;Urban (>70% Developed);2 lanes;2.0;Straight - Hillcrest;Public Vehicular Area;Dry;Two-Way, Not Divided;None;Driveway, Private;Smooth Asphalt;Urban;5 - 15 MPH;Missing;Clear;No
"35.9066920909; -79.0836667501";"{""type"": ""Point"", ""coordinates"": [-79.08366675012236, 35.906692090910965]}";Yes;40-49;41;Not Applicable;C: Possible Injury;Unknown;White;Male;Carrboro;Orange;Yes;Thursday;Bicyclist Failed to Yield - Midblock;Non-Intersection;October;15:08;Bicyclist Ride Out - Midblock - Unknown;2009;C: Possible Injury;Residential;30-39;37;No;31-35 mph;O: No Injury;Other;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2.0;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Urban;30 - 35  MPH;No Control Present;Clear;No
"35.9146270937; -79.0518677406";"{""type"": ""Point"", ""coordinates"": [-79.05186774062639, 35.914627093725144]}";Yes;20-24;20;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Male;Chapel Hill;Orange;No;Sunday;Bicyclist Overtaking Motorist;Non-Intersection;October;20:04;Bicyclist Overtaking - Parked Vehicle;2010;B: Evident Injury;Institutional;Unknown;Unknown;Missing;Unknown;Unknown Injury;Unknown/Missing;Unknown;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Urban;20 - 25  MPH;No Control Present;Clear;No
"35.9167570945; -79.0433377385";"{""type"": ""Point"", ""coordinates"": [-79.04333773853139, 35.916757094547236]}";Yes;30-39;31;With Traffic;C: Possible Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Thursday;Motorist Right Turn / Merge;Non-Intersection;January;18:00;Motorist Right Turn - Same Direction;2010;C: Possible Injury;Residential;Unknown;Unknown;Missing;Unknown;Unknown Injury;Unknown/Missing;Unknown;Unknown;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2.0;Straight - Grade;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;30 - 35  MPH;No Control Present;Rain;No
"35.9088470921; -79.0593027428";"{""type"": ""Point"", ""coordinates"": [-79.05930274282764, 35.908847092122464]}";No;20-24;22;With Traffic;B: Evident Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Tuesday;Motorist Left Turn / Merge;Intersection;July;17:24;Motorist Left Turn - Opposite Direction;2012;B: Evident Injury;Residential;0-19;16;No;21-25 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Urban;20 - 25  MPH;No Control Present;Clear;No
"35.9122170933; -79.0503027406";"{""type"": ""Point"", ""coordinates"": [-79.0503027405566, 35.9122170933067]}";Yes;20-24;21;With Traffic;B: Evident Injury;Travel Lane;White;Female;Chapel Hill;Orange;No;Tuesday;Bicyclist Overtaking Motorist;Intersection-Related;August;12:41;Bicyclist Overtaking - Passing on Right;2012;B: Evident Injury;Commercial;60-69;63;No;Unknown;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Urban;20 - 25  MPH;Stop Sign;Cloudy;No
"35.9352790982; -79.0560177439";"{""type"": ""Point"", ""coordinates"": [-79.05601774388467, 35.93527909823596]}";Yes;30-39;33;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Chapel Hill;Orange;No;Friday;Crossing Paths - Other Circumstances;Intersection;September;20:39;Signalized Intersection - Other / Unknown;2008;B: Evident Injury;Residential;30-39;31;No;Unknown;O: No Injury;White;Female;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);5 lanes;2.0;Straight - Level;Local Street;Water (Standing, Moving);Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Urban;30 - 35  MPH;Stop And Go Signal;Rain;No
"35.9239650943; -79.0903527532";"{""type"": ""Point"", ""coordinates"": [-79.09035275315159, 35.92396509431087]}";No;25-29;29;With Traffic;B: Evident Injury;Travel Lane;White;Female;Carrboro;Orange;No;Tuesday;Motorist Failed to Yield - Midblock;Non-Intersection;December;17:45;Motorist Drive Out - Residential Driveway;2009;B: Evident Injury;Residential;40-49;43;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);Unknown;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Urban;30 - 35  MPH;No Control Present;Clear;No
"35.9721371015; -79.1631877776";"{""type"": ""Point"", ""coordinates"": [-79.16318777760668, 35.9721371015332]}";Yes;20-24;22;With Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;Orange;No;Thursday;Motorist Overtaking Bicyclist;Intersection;April;16:38;Motorist Overtaking - Other / Unknown;2010;C: Possible Injury;Farms, Woods, Pastures;Unknown;Unknown;No;41-45 mph;Unknown Injury;Unknown/Missing;Unknown;Unknown;No;Yes;Daylight;Rural (<30% Developed);2 lanes;2.0;Straight - Level;State Secondary Route;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No
"36.0064000002; -79.1724000003";"{""type"": ""Point"", ""coordinates"": [-79.17240000034533, 36.006400000156354]}";No;60-69;61;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Orange;No;Friday;Motorist Overtaking Bicyclist;Non-Intersection;September;16:55;Motorist Overtaking - Other / Unknown;2013;B: Evident Injury;Farms, Woods, Pastures;40-49;43;No;51-55 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Rural (<30% Developed);2 lanes;2.0;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No
"35.9137699999; -79.0500000003";"{""type"": ""Point"", ""coordinates"": [-79.05000000032517, 35.91376999992327]}";No;16-19;18;Not Applicable;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Chapel Hill;Orange;No;Tuesday;Non-Roadway;Non-Roadway;September;16:29;Non-Roadway;2013;C: Possible Injury;Institutional;40-49;43;No;0-5 mph;C: Possible Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);1 lane;2.0;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;Driveway, Public;Other;Urban;5 - 15 MPH;No Control Present;Clear;No
"35.9638571047; -79.0476027423";"{""type"": ""Point"", ""coordinates"": [-79.04760274234484, 35.96385710469284]}";Yes;25-29;25;With Traffic;C: Possible Injury;Travel Lane;Black;Male;None - Rural Crash;Orange;Yes;Friday;Bicyclist Failed to Yield - Sign-Controlled Intersection;Intersection;September;2:47;Bicyclist Ride Through - Sign-Controlled Intersection;2012;C: Possible Injury;Residential;40-49;49;No;31-35 mph;O: No Injury;Black;Male;Van;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Rural;30 - 35  MPH;Stop Sign;Clear;No
"35.9474871004; -79.0587027449";"{""type"": ""Point"", ""coordinates"": [-79.05870274488053, 35.947487100391086]}";No;16-19;17;With Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Carrboro;Orange;No;Saturday;Motorist Failed to Yield - Midblock;Non-Intersection;August;13:17;Motorist Drive Out - Commercial Driveway / Alley;2011;C: Possible Injury;Commercial;Unknown;Unknown;No;0-5 mph;Unknown Injury;Unknown/Missing;Unknown;Unknown;No;Yes;Daylight;Urban (>70% Developed);4 lanes;2.0;Straight - Level;NC Route;Wet;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Urban;30 - 35  MPH;Double Yellow Line, No Passing Zone;Cloudy;No
"35.9697141049; -79.0750327509";"{""type"": ""Point"", ""coordinates"": [-79.07503275091864, 35.96971410488404]}";Yes;50-59;54;With Traffic;B: Evident Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Wednesday;Motorist Overtaking Bicyclist;Intersection;September;5:44;Motorist Overtaking - Other / Unknown;2010;B: Evident Injury;Commercial;50-59;55;No;16-20 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);5 lanes;2.0;Straight - Hillcrest;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Coarse Asphalt;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No
"35.9615271061; -78.9769027214";"{""type"": ""Point"", ""coordinates"": [-78.97690272141507, 35.96152710610346]}";Yes;25-29;27;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Male;Durham;Durham;No;Tuesday;Motorist Overtaking Bicyclist;Non-Intersection;February;18:30;Motorist Overtaking - Other / Unknown;2011;B: Evident Injury;Commercial;Unknown;Unknown;Missing;41-45 mph;Unknown Injury;Unknown/Missing;Unknown;Sport Utility;No;Yes;Daylight;Urban (>70% Developed);Unknown;2.0;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Urban;40 - 45  MPH;No Control Present;Clear;No
"35.9255470942; -79.0920027537";"{""type"": ""Point"", ""coordinates"": [-79.09200275372433, 35.92554709420366]}";Yes;30-39;31;With Traffic;B: Evident Injury;Travel Lane;White;Male;Carrboro;Orange;No;Tuesday;Bicyclist Overtaking Motorist;Non-Intersection;March;12:28;Bicyclist Overtaking - Parked Vehicle;2011;B: Evident Injury;Residential;Unknown;Unknown;Missing;Unknown;Unknown Injury;Unknown/Missing;Unknown;Commercial Bus;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;30 - 35  MPH;Double Yellow Line, No Passing Zone;Clear;No
"35.9099370924; -79.056182742";"{""type"": ""Point"", ""coordinates"": [-79.0561827419765, 35.90993709243556]}";No;30-39;33;With Traffic;C: Possible Injury;Bike Lane / Paved Shoulder;White;Male;Chapel Hill;Orange;No;Tuesday;Motorist Right Turn / Merge;Non-Intersection;February;12:02;Motorist Right Turn - Same Direction;2009;C: Possible Injury;Residential;30-39;33;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Urban;20 - 25  MPH;Double Yellow Line, No Passing Zone;Clear;No
"35.9275370952; -79.0932187538";"{""type"": ""Point"", ""coordinates"": [-79.09321875380844, 35.92753709521246]}";Yes;40-49;49;With Traffic;B: Evident Injury;Travel Lane;White;Female;Carrboro;Orange;No;Sunday;Motorist Overtaking Bicyclist;Intersection;September;7:40;Motorist Overtaking - Other / Unknown;2009;B: Evident Injury;Residential;60-69;60;No;31-35 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Urban;30 - 35  MPH;No Control Present;Clear;No
"35.9090110923; -79.0669527452";"{""type"": ""Point"", ""coordinates"": [-79.06695274518474, 35.909011092280814]}";Yes;20-24;23;Not Applicable;C: Possible Injury;Multi-use Path;White;Female;Carrboro;Orange;No;Thursday;Bicyclist Failed to Yield - Sign-Controlled Intersection;Intersection;August;8:58;Bicyclist Ride Through - Sign-Controlled Intersection;2008;C: Possible Injury;Commercial;40-49;48;No;16-20 mph;O: No Injury;White;Male;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;20 - 25  MPH;Stop Sign;Clear;No
"35.9108000926; -79.0682027458";"{""type"": ""Point"", ""coordinates"": [-79.06820274581186, 35.910800092584466]}";Yes;25-29;28;Facing Traffic;C: Possible Injury;Travel Lane;White;Male;Carrboro;Orange;No;Thursday;Bicyclist Left Turn / Merge;Non-Intersection;December;20:35;Bicyclist Left Turn - Opposite Direction;2008;C: Possible Injury;Commercial;20-24;23;No;16-20 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2.0;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;20 - 25  MPH;No Control Present;Cloudy;No
"35.9382390969; -79.1048027585";"{""type"": ""Point"", ""coordinates"": [-79.10480275846902, 35.9382390969262]}";Yes;20-24;21;With Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;Orange;No;Tuesday;Motorist Overtaking Bicyclist;Non-Intersection;January;8:41;Motorist Overtaking - Misjudged Space;2007;C: Possible Injury;Farms, Woods, Pastures;Unknown;Unknown;Missing;16-20 mph;Unknown Injury;Unknown/Missing;Unknown;Unknown;No;Yes;Daylight;Rural (<30% Developed);2 lanes;2.0;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Rural;40 - 45  MPH;No Control Present;Clear;No
"36.0325471211; -78.9843027275";"{""type"": ""Point"", ""coordinates"": [-78.98430272751382, 36.0325471211292]}";Yes;11-15;13;Facing Traffic;C: Possible Injury;Travel Lane;White;Male;Durham;Durham;No;Monday;Head-On;Intersection;October;15:18;Head-On - Bicyclist;2012;C: Possible Injury;Residential;70+;70+;No;31-35 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Urban;30 - 35  MPH;Stop Sign;Cloudy;No
"35.9073940943; -78.9819667192";"{""type"": ""Point"", ""coordinates"": [-78.98196671916098, 35.907394094330655]}";No;11-15;11;Not Applicable;B: Evident Injury;Travel Lane;Black;Female;Durham;Durham;No;Friday;Non-Roadway;Non-Roadway;October;16:47;Non-Roadway;2010;B: Evident Injury;Residential;20-24;24;No;11-15 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);Unknown;2.0;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;5 - 15 MPH;No Control Present;Clear;No
"35.9376070989; -79.0565827433";"{""type"": ""Point"", ""coordinates"": [-79.05658274329302, 35.937607098861896]}";Yes;60-69;65;With Traffic;A: Disabling Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Thursday;Bicyclist Left Turn / Merge;Non-Intersection;March;17:25;Bicyclist Left Turn - Same Direction;2008;A: Disabling Injury;Residential;60-69;65;No;31-35 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;30 - 35  MPH;No Control Present;Clear;No
"35.9421199996; -79.0178999996";"{""type"": ""Point"", ""coordinates"": [-79.01789999960326, 35.94211999956423]}";No;16-19;19;Not Applicable;C: Possible Injury;Travel Lane;Black;Male;Chapel Hill;Orange;No;Friday;Bicyclist Failed to Yield - Midblock;Non-Intersection;September;15:43;Bicyclist Ride Out - Midblock - Unknown;2013;C: Possible Injury;Commercial;60-69;67;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;NC Route;Dry;Two-Way, Divided, Positive Median Barrier;None;No Special Feature;Concrete;Urban;40 - 45  MPH;No Control Present;Clear;No
"35.9813171095; -78.9980027285";"{""type"": ""Point"", ""coordinates"": [-78.99800272853315, 35.98131710946684]}";Yes;30-39;34;With Traffic;B: Evident Injury;Travel Lane;Other;Male;None - Rural Crash;Orange;No;Monday;Motorist Right Turn / Merge;Intersection;March;19:34;Motorist Right Turn - Same Direction;2012;B: Evident Injury;Residential;40-49;41;No;31-35 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2.0;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Rural;40 - 45  MPH;Stop Sign;Clear;No
"35.902987093; -79.0108027277";"{""type"": ""Point"", ""coordinates"": [-79.01080272773505, 35.90298709303507]}";Yes;50-59;51;With Traffic;B: Evident Injury;Travel Lane;White;Male;Chapel Hill;Orange;Yes;Thursday;Bicyclist Right Turn / Merge;Intersection-Related;August;16:06;Bicyclist Right Turn - Same Direction;2012;B: Evident Injury;Commercial;20-24;24;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);6 lanes;2.0;Straight - Level;NC Route;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Urban;40 - 45  MPH;No Control Present;Clear;No
